port,time,proxy_type,proxy,location
80,2017年08月09日21时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日21时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日20时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日20时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日20时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日20时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日19时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日06时 验证,高匿代理,218.26.227.108,山西省太原市
80,2017年08月09日05时 验证,高匿代理,124.167.82.59,山西省朔州市
80,2017年08月09日05时 验证,高匿代理,118.72.60.73,山西省大同市
8998,2017年08月09日04时 验证,高匿代理,171.116.30.229,山西省太原市
80,2017年08月09日04时 验证,高匿代理,183.191.102.105,山西省运城市
8118,2017年08月09日03时 验证,高匿代理,110.182.50.241,山西省临汾市
80,2017年08月09日03时 验证,高匿代理,183.189.95.93,山西省大同市
3128,2017年08月09日20时 验证,高匿代理,120.204.85.29,上海市
1080,2017年08月09日19时 验证,高匿代理,59.78.0.89,上海交通大学闵行校区
9797,2017年08月09日19时 验证,高匿代理,116.238.152.59,上海市长宁区
9797,2017年08月09日18时 验证,高匿代理,116.238.152.59,上海市长宁区
9080,2017年08月09日18时 验证,高匿代理,220.248.36.57,上海市
8000,2017年08月09日17时 验证,高匿代理,114.95.241.107,上海市
8118,2017年08月09日17时 验证,高匿代理,112.64.38.9,上海市
9797,2017年08月09日21时 验证,高匿代理,171.37.9.253,广西南宁市
8123,2017年08月09日21时 验证,高匿代理,121.31.149.85,广西北海市
8123,2017年08月09日20时 验证,高匿代理,121.31.101.14,广西防城港市
8998,2017年08月09日20时 验证,高匿代理,171.37.221.126,广西南宁市
8123,2017年08月09日20时 验证,高匿代理,121.31.101.14,广西防城港市
8998,2017年08月09日20时 验证,高匿代理,171.37.221.126,广西南宁市
8123,2017年08月09日19时 验证,高匿代理,171.39.40.57,广西百色市
8123,2017年08月09日19时 验证,高匿代理,110.73.174.119,广西柳州市
808,2017年08月09日17时 验证,高匿代理,222.75.195.198,宁夏银川市
8998,2017年08月09日16时 验证,高匿代理,42.63.172.213,宁夏
8998,2017年08月09日16时 验证,高匿代理,42.63.172.213,宁夏
8998,2017年08月09日15时 验证,高匿代理,42.63.172.213,宁夏
8998,2017年08月09日15时 验证,高匿代理,42.63.172.213,宁夏
8998,2017年08月09日14时 验证,高匿代理,221.199.46.226,宁夏银川市
808,2017年08月09日14时 验证,高匿代理,14.134.73.82,宁夏
8998,2017年08月09日20时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日19时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日19时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日18时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日16时 验证,高匿代理,101.248.233.255,西藏
8998,2017年08月09日16时 验证,高匿代理,101.248.233.255,西藏
8998,2017年08月09日15时 验证,高匿代理,101.248.233.255,西藏
8080,2017年08月09日21时 验证,高匿代理,103.238.240.2,香港
8118,2017年08月09日21时 验证,高匿代理,101.78.238.26,香港
8080,2017年08月09日20时 验证,高匿代理,103.15.187.116,香港
8080,2017年08月09日20时 验证,高匿代理,103.15.187.116,香港
8118,2017年08月09日20时 验证,高匿代理,101.78.238.26,香港
8118,2017年08月09日20时 验证,高匿代理,101.78.238.26,香港
3128,2017年08月09日19时 验证,高匿代理,27.122.12.45,香港
8998,2017年08月09日03时 验证,高匿代理,42.58.3.54,辽宁省
8998,2017年08月09日03时 验证,高匿代理,42.6.217.83,辽宁省
8998,2017年08月09日02时 验证,高匿代理,42.58.3.54,辽宁省
8998,2017年08月09日02时 验证,高匿代理,42.6.217.83,辽宁省
8998,2017年08月09日01时 验证,高匿代理,60.19.248.93,辽宁省鞍山市
9999,2017年08月09日01时 验证,高匿代理,60.21.206.165,辽宁省锦州市
8888,2017年08月09日00时 验证,高匿代理,175.169.2.223,辽宁省沈阳市
80,2017年08月09日06时 验证,高匿代理,218.70.107.84,重庆市
8998,2017年08月09日05时 验证,高匿代理,125.85.186.131,重庆市
80,2017年08月09日05时 验证,高匿代理,218.70.107.84,重庆市
80,2017年08月09日04时 验证,高匿代理,218.70.107.84,重庆市
8998,2017年08月09日04时 验证,高匿代理,27.9.255.230,重庆市
8118,2017年08月09日03时 验证,高匿代理,219.152.17.156,重庆市涪陵区
8998,2017年08月09日03时 验证,高匿代理,125.85.186.131,重庆市
8998,2017年08月09日04时 验证,高匿代理,58.21.239.36,吉林省白城市
80,2017年08月09日04时 验证,高匿代理,122.141.33.163,吉林省松原市
80,2017年08月09日04时 验证,高匿代理,122.141.33.163,吉林省松原市
8118,2017年08月09日03时 验证,高匿代理,119.50.15.36,吉林省延边州延吉市
80,2017年08月09日03时 验证,高匿代理,122.141.33.163,吉林省松原市
8118,2017年08月09日02时 验证,高匿代理,175.23.42.247,吉林省辽源市
9999,2017年08月09日02时 验证,高匿代理,222.161.16.10,吉林省
80,2017年08月09日16时 验证,高匿代理,114.55.232.15,北京市
80,2017年08月09日16时 验证,高匿代理,111.231.13.171,北京市
3128,2017年08月09日15时 验证,高匿代理,166.111.76.45,北京市
80,2017年08月09日15时 验证,高匿代理,111.231.13.171,北京市
9000,2017年08月09日14时 验证,高匿代理,111.194.44.73,北京市
3128,2017年08月09日14时 验证,高匿代理,118.26.173.135,北京市
80,2017年08月09日13时 验证,高匿代理,111.13.109.27,北京市
8118,2017年08月09日13时 验证,高匿代理,114.246.85.98,北京市海淀区
8118,2017年08月09日10时 验证,高匿代理,180.124.133.62,江苏省徐州市
8118,2017年08月09日10时 验证,高匿代理,180.110.18.80,江苏省南京市
8118,2017年08月09日10时 验证,高匿代理,180.124.133.62,江苏省徐州市
8118,2017年08月09日10时 验证,高匿代理,180.110.18.80,江苏省南京市
808,2017年08月09日09时 验证,高匿代理,58.218.196.126,江苏省徐州市
808,2017年08月09日09时 验证,高匿代理,117.95.71.79,江苏省淮安市
9999,2017年08月09日08时 验证,高匿代理,114.223.170.211,江苏省无锡市
808,2017年08月09日08时 验证,高匿代理,114.227.9.119,江苏省常州市
8998,2017年08月09日19时 验证,高匿代理,120.68.153.156,新疆
8998,2017年08月09日19时 验证,高匿代理,222.80.135.147,新疆阿克苏地区阿克苏市
8998,2017年08月09日19时 验证,高匿代理,120.68.153.156,新疆
8998,2017年08月09日18时 验证,高匿代理,110.154.98.142,新疆喀什地区
8998,2017年08月09日18时 验证,高匿代理,110.154.98.142,新疆喀什地区
8998,2017年08月09日18时 验证,高匿代理,222.81.6.55,新疆石河子市
8998,2017年08月09日18时 验证,高匿代理,222.81.6.55,新疆石河子市
80,2017年08月09日19时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日19时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日19时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日18时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日18时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日17时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日17时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日16时 验证,高匿代理,125.31.19.26,澳门
8118,2017年08月09日02时 验证,高匿代理,223.9.155.197,山西省
8118,2017年08月09日02时 验证,高匿代理,221.205.17.170,山西省太原市
8888,2017年08月09日01时 验证,高匿代理,121.30.165.239,山西省大同市
80,2017年08月09日01时 验证,高匿代理,202.99.222.142,山西省太原市
80,2017年08月09日00时 验证,高匿代理,124.165.168.73,山西省吕梁市
9797,2017年08月09日00时 验证,高匿代理,183.185.2.183,山西省太原市
9080,2017年08月09日16时 验证,高匿代理,220.248.36.57,上海市
8123,2017年08月09日16时 验证,高匿代理,116.233.93.236,上海市宝山区
9797,2017年08月09日15时 验证,高匿代理,116.238.152.59,上海市长宁区
8080,2017年08月09日15时 验证,高匿代理,42.196.254.7,上海市
8089,2017年08月09日14时 验证,高匿代理,175.102.3.98,上海市
9000,2017年08月09日14时 验证,高匿代理,180.168.217.14,上海市
53281,2017年08月09日13时 验证,高匿代理,180.156.131.240,上海市
8123,2017年08月09日18时 验证,高匿代理,121.31.199.87,广西桂林市
8123,2017年08月09日18时 验证,高匿代理,121.31.199.87,广西桂林市
8123,2017年08月09日18时 验证,高匿代理,110.73.55.132,广西南宁市
8123,2017年08月09日18时 验证,高匿代理,110.73.55.132,广西南宁市
8080,2017年08月09日17时 验证,高匿代理,123.59.51.130,广西柳州市
8123,2017年08月09日17时 验证,高匿代理,110.73.55.159,广西南宁市
8118,2017年08月09日16时 验证,高匿代理,113.13.32.147,广西桂林市
8998,2017年08月09日14时 验证,高匿代理,221.199.46.226,宁夏银川市
808,2017年08月09日14时 验证,高匿代理,14.134.73.82,宁夏
808,2017年08月09日13时 验证,高匿代理,14.134.73.82,宁夏
8998,2017年08月09日13时 验证,高匿代理,221.199.46.226,宁夏银川市
808,2017年08月09日13时 验证,高匿代理,14.134.73.82,宁夏
8998,2017年08月09日13时 验证,高匿代理,221.199.46.226,宁夏银川市
808,2017年08月09日12时 验证,高匿代理,14.134.73.82,宁夏
808,2017年08月09日11时 验证,高匿代理,14.134.73.82,宁夏
8998,2017年08月09日13时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日13时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日12时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日10时 验证,高匿代理,101.249.44.132,西藏
8998,2017年08月09日10时 验证,高匿代理,101.249.44.132,西藏
80,2017年08月09日09时 验证,高匿代理,124.31.72.250,西藏
8998,2017年08月09日09时 验证,高匿代理,101.249.44.132,西藏
80,2017年08月09日09时 验证,高匿代理,124.31.72.250,西藏
80,2017年08月09日19时 验证,高匿代理,210.177.96.95,香港
3128,2017年08月09日19时 验证,高匿代理,27.122.12.45,香港
80,2017年08月09日19时 验证,高匿代理,210.177.96.95,香港
8998,2017年08月09日18时 验证,高匿代理,61.92.129.211,香港
8998,2017年08月09日18时 验证,高匿代理,61.92.129.211,香港
3128,2017年08月09日18时 验证,高匿代理,103.27.0.16,香港
3128,2017年08月09日18时 验证,高匿代理,103.27.0.16,香港
8118,2017年08月09日00时 验证,高匿代理,222.33.192.238,辽宁省阜新市
80,2017年08月09日02时 验证,高匿代理,218.70.107.84,重庆市
8998,2017年08月09日02时 验证,高匿代理,27.9.4.148,重庆市
80,2017年08月09日01时 验证,高匿代理,122.72.99.104,重庆市
8123,2017年08月09日01时 验证,高匿代理,106.90.96.13,重庆市
81,2017年08月09日00时 验证,高匿代理,106.87.94.222,重庆市
80,2017年08月09日00时 验证,高匿代理,122.72.99.105,重庆市
81,2017年08月09日01时 验证,高匿代理,58.244.71.52,吉林省长春市
8998,2017年08月09日01时 验证,高匿代理,58.21.239.36,吉林省白城市
8998,2017年08月09日00时 验证,高匿代理,58.21.239.36,吉林省白城市
8888,2017年08月09日00时 验证,高匿代理,175.17.221.166,吉林省长春市
8998,2017年08月09日12时 验证,高匿代理,111.196.4.90,北京市
80,2017年08月09日12时 验证,高匿代理,114.55.232.15,北京市
80,2017年08月09日11时 验证,高匿代理,166.111.77.32,北京市
3128,2017年08月09日11时 验证,高匿代理,202.108.248.228,北京市
8123,2017年08月09日10时 验证,高匿代理,111.155.116.211,北京市
80,2017年08月09日10时 验证,高匿代理,120.27.109.239,北京市
8123,2017年08月09日09时 验证,高匿代理,111.155.116.201,北京市
9000,2017年08月09日07时 验证,高匿代理,121.232.147.70,江苏省镇江市
8998,2017年08月09日07时 验证,高匿代理,49.74.0.74,江苏省南京市
8000,2017年08月09日06时 验证,高匿代理,223.68.1.38,江苏省宿迁市
8080,2017年08月09日06时 验证,高匿代理,61.160.208.222,江苏省常州市
8000,2017年08月09日06时 验证,高匿代理,223.68.1.38,江苏省宿迁市
8080,2017年08月09日06时 验证,高匿代理,61.160.208.222,江苏省常州市
8000,2017年08月09日05时 验证,高匿代理,112.85.208.109,江苏省徐州市
808,2017年08月09日05时 验证,高匿代理,49.87.110.106,江苏省淮安市
8080,2017年08月09日17时 验证,高匿代理,222.80.30.63,新疆巴音郭楞州库尔勒市
8080,2017年08月09日17时 验证,高匿代理,124.88.84.154,新疆乌鲁木齐市
8998,2017年08月09日16时 验证,高匿代理,49.116.94.82,新疆巴音郭楞州
8998,2017年08月09日16时 验证,高匿代理,49.119.212.85,新疆
8998,2017年08月09日16时 验证,高匿代理,49.116.94.82,新疆巴音郭楞州
8998,2017年08月09日16时 验证,高匿代理,49.119.212.85,新疆
8998,2017年08月09日15时 验证,高匿代理,110.154.134.29,新疆喀什地区喀什市
8998,2017年08月09日15时 验证,高匿代理,110.157.38.1,新疆乌鲁木齐市
80,2017年08月09日16时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日16时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日16时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日15时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日15时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日15时 验证,高匿代理,125.31.19.26,澳门
80,2017年08月09日15时 验证,高匿代理,125.31.19.27,澳门
80,2017年08月09日14时 验证,高匿代理,125.31.19.27,澳门
端口号,验证时间,代理类型,ip,代理位置
808,2017年08月09日21时 验证,高匿代理,36.42.66.20,陕西省渭南市
8123,2017年08月09日21时 验证,高匿代理,222.41.91.17,陕西省宝鸡市
端口号,验证时间,代理类型,ip,代理位置
8998,2017年08月09日21时 验证,高匿代理,182.246.211.152,云南省
8118,2017年08月09日21时 验证,高匿代理,182.242.178.67,云南省昆明市
端口号,验证时间,代理类型,ip,代理位置
8998,2017年08月09日21时 验证,高匿代理,111.123.146.80,贵州省黔西南州兴义市
8998,2017年08月09日21时 验证,高匿代理,111.120.160.192,贵州省贵阳市
9797,2017年08月09日13时 验证,高匿代理,180.173.149.173,上海市
9797,2017年08月09日12时 验证,高匿代理,180.173.149.173,上海市
8118,2017年08月09日12时 验证,高匿代理,114.84.211.37,上海市浦东新区
3128,2017年08月09日11时 验证,高匿代理,120.204.85.29,上海市
8123,2017年08月09日11时 验证,高匿代理,114.87.255.40,上海市
3128,2017年08月09日10时 验证,高匿代理,120.204.85.29,上海市
3128,2017年08月09日10时 验证,高匿代理,220.248.64.125,上海市徐汇区
端口号,验证时间,代理类型,ip,代理位置
8123,2017年08月09日16时 验证,高匿代理,121.31.101.236,广西防城港市
8118,2017年08月09日16时 验证,高匿代理,113.13.32.147,广西桂林市
8123,2017年08月09日16时 验证,高匿代理,121.31.101.236,广西防城港市
